"Munic�pio";"Popula��o_residente"
"330411 PORTO REAL";19683
"330412 QUATIS";14302
"330414 QUEIMADOS";150319
"330415 QUISSAMA";24700
"330420 RESENDE";131341
"330430 RIO BONITO";60201
"330440 RIO CLARO";18529
"330450 RIO DAS FLORES";9284
"330452 RIO DAS OSTRAS";150674
"330455 RIO DE JANEIRO";6718903
"330460 SANTA MARIA MADALENA";10404
"330470 SANTO ANTONIO DE PADUA";42479
"330475 SAO FRANCISCO DE ITABAPOANA";42205
"330480 SAO FIDELIS";38669
"330490 SAO GONCALO";1084839
"330500 SAO JOAO DA BARRA";36102
"330510 SAO JOAO DE MERITI";472406
"330513 SAO JOSE DE UBA";7171
"330515 SAO JOSE DO VALE DO RIO PRETO";21795
"330520 SAO PEDRO DA ALDEIA";104476
"330530 SAO SEBASTIAO DO ALTO";9357
"330540 SAPUCAIA";18228
"330550 SAQUAREMA";89170
"330555 SEROPEDICA";82312
"330560 SILVA JARDIM";21774
"330570 SUMIDOURO";15623
"330575 TANGUA";34309
"330580 TERESOPOLIS";182594
"330590 TRAJANO DE MORAES";10626
"330600 TRES RIOS";81804
"330610 VALENCA";76523
"330615 VARRE-SAI";11000
"330620 VASSOURAS";36896
"330630 VOLTA REDONDA";273012
"350010 ADAMANTINA";35068
"350020 ADOLFO";3562
"350030 AGUAI";36305
"350040 AGUAS DA PRATA";8180
"350050 AGUAS DE LINDOIA";18705
"350055 AGUAS DE SANTA BARBARA";6075
"350060 AGUAS DE SAO PEDRO";3451
"350070 AGUDOS";37214
"350075 ALAMBARI";6025
"350080 ALFREDO MARCONDES";4166
"350090 ALTAIR";4160
"350100 ALTINOPOLIS";16184
"350110 ALTO ALEGRE";4099
"350115 ALUMINIO";18628
"350120 ALVARES FLORENCE";3679
"350130 ALVARES MACHADO";24915
"350140 ALVARO DE CARVALHO";5227
"350150 ALVINLANDIA";3222
"350160 AMERICANA";239597
"350170 AMERICO BRASILIENSE";40504
"350180 AMERICO DE CAMPOS";5969
"350190 AMPARO";72195
"350200 ANALANDIA";4995
"350210 ANDRADINA";57157
"350220 ANGATUBA";25228
"350230 ANHEMBI";6724
"350240 ANHUMAS";4115
"350250 APARECIDA";36157
"350260 APARECIDA D'OESTE";4196
"350270 APIAI";24374
"350275 ARACARIGUAMA";22364
"350280 ARACATUBA";197016
"350290 ARACOIABA DA SERRA";34146
"350300 ARAMINA";5620
"350310 ARANDU";6357
"350315 ARAPEI";2469
"350320 ARARAQUARA";236072
"350330 ARARAS";134236
"350335 ARCO-IRIS";1791
"350340 AREALVA";8560
"350350 AREIAS";3886
"350360 AREIOPOLIS";11129
"350370 ARIRANHA";9668
"350380 ARTUR NOGUEIRA";54408
"350390 ARUJA";89824
"350395 ASPASIA";1822
"350400 ASSIS";104386
"350410 ATIBAIA";142761
"350420 AURIFLAMA";15189
"350430 AVAI";5403
"350440 AVANHANDAVA";13649
"350450 AVARE";90655
"350460 BADY BASSITT";17502
"350470 BALBINOS";5735
"350480 BALSAMO";9068
"350490 BANANAL";10945
"350500 BARAO DE ANTONINA";3469
"350510 BARBOSA";7402
"350520 BARIRI";35264
"350530 BARRA BONITA";36126
"350535 BARRA DO CHAPEU";5724
"350540 BARRA DO TURVO";7659
"350550 BARRETOS";122098
"350560 BARRINHA";32812
"350570 BARUERI";274182
"350580 BASTOS";20953
"350590 BATATAIS";62508
"350600 BAURU";376818
"350610 BEBEDOURO";77496
"350620 BENTO DE ABREU";2980
"350630 BERNARDINO DE CAMPOS";11148
"350635 BERTIOGA";63249
"350640 BILAC";8034
"350650 BIRIGUI";123638
"350660 BIRITIBA-MIRIM";32598
"350670 BOA ESPERANCA DO SUL";14923
"350680 BOCAINA";12329
"350690 BOFETE";11730
"350700 BOITUVA";60997
"350710 BOM JESUS DOS PERDOES";25448
"350715 BOM SUCESSO DE ITARARE";3954
"350720 BORA";837
"350730 BORACEIA";4823
"350740 BORBOREMA";16046
"350745 BOREBI";2653
"350750 BOTUCATU";146497
"350760 BRAGANCA PAULISTA";168668
"350770 BRAUNA";5686
"350775 BREJO ALEGRE";2865
"350780 BRODOWSKI";24939
"350790 BROTAS";24403
"350800 BURI";19878
"350810 BURITAMA";17144
"350820 BURITIZAL";4481
"350830 CABRALIA PAULISTA";4264
"350840 CABREUVA";49707
"350850 CACAPAVA";94263
"350860 CACHOEIRA PAULISTA";33327
"350870 CACONDE";18985
"350880 CAFELANDIA";17767
"350890 CAIABU";4191
"350900 CAIEIRAS";101470
"350910 CAIUA";5874
"350920 CAJAMAR";76801
"350925 CAJATI";28549
"350930 CAJOBI";10542
"350940 CAJURU";26167
"350945 CAMPINA DO MONTE ALEGRE";6024
"350950 CAMPINAS";1204073
"350960 CAMPO LIMPO PAULISTA";84650
"350970 CAMPOS DO JORDAO";52088
"350980 CAMPOS NOVOS PAULISTA";4965
"350990 CANANEIA";12540
"350995 CANAS";5138
"351000 CANDIDO MOTA";31280
"351010 CANDIDO RODRIGUES";2793
"351015 CANITAR";5216
"351020 CAPAO BONITO";47138
"351030 CAPELA DO ALTO";20706
"351040 CAPIVARI";55768
"351050 CARAGUATATUBA";121532
"351060 CARAPICUIBA";400927
"351070 CARDOSO";12326
"351080 CASA BRANCA";30380
"351090 CASSIA DOS COQUEIROS";2523
"351100 CASTILHO";21006
"351110 CATANDUVA";121862
"351120 CATIGUA";7804
"351130 CEDRAL";9237
"351140 CERQUEIRA CESAR";19985
"351150 CERQUILHO";48949
"351160 CESARIO LANGE";18148
"351170 CHARQUEADA";17190
"351190 CLEMENTINA";8617
"351200 COLINA";18468
"351210 COLOMBIA";6210
"351220 CONCHAL";28050
"351230 CONCHAS";17896
"351240 CORDEIROPOLIS";24528
"351250 COROADOS";6058
"351260 CORONEL MACEDO";4681
"351270 CORUMBATAI";4055
"351280 COSMOPOLIS";72252
"351290 COSMORAMA";7307
"351300 COTIA";249210
"351310 CRAVINHOS";35292
"351320 CRISTAIS PAULISTA";8631
"351330 CRUZALIA";2073
"351340 CRUZEIRO";82238
"351350 CUBATAO";130705
"351360 CUNHA";21547
"351370 DESCALVADO";33718
"351380 DIADEMA";423884
"351385 DIRCE REIS";1793
"351390 DIVINOLANDIA";11146
"351400 DOBRADA";8929
"351410 DOIS CORREGOS";27315
"351420 DOLCINOPOLIS";2115
"351430 DOURADO";8873
"351440 DRACENA";46793
"351450 DUARTINA";12445
"351460 DUMONT";9868
"351470 ECHAPORA";6102
"351480 ELDORADO";15494
"351490 ELIAS FAUSTO";17772
"351492 ELISIARIO";3651
"351495 EMBAUBA";2452
"351500 EMBU DAS ARTES";273726
"351510 EMBU-GUACU";69385
"351512 EMILIANOPOLIS";3214
"351515 ENGENHEIRO COELHO";20773
"351518 ESPIRITO SANTO DO PINHAL";44330
"351519 ESPIRITO SANTO DO TURVO";4829
"351520 ESTRELA D'OESTE";8419
"351530 ESTRELA DO NORTE";2766
"351535 EUCLIDES DA CUNHA PAULISTA";9371
"351540 FARTURA";16036
"351550 FERNANDOPOLIS";69116
"351560 FERNANDO PRESTES";5783
"351565 FERNAO";1716
"351570 FERRAZ DE VASCONCELOS";194276
"351580 FLORA RICA";1464
"351590 FLOREAL";2917
"351600 FLORIDA PAULISTA";14640
"351610 FLORINIA";2676
"351620 FRANCA";353187
"351630 FRANCISCO MORATO";175844
"351640 FRANCO DA ROCHA";154489
"351650 GABRIEL MONTEIRO";2776
"351660 GALIA";6548
"351670 GARCA";44390
"351680 GASTAO VIDIGAL";4808
"351685 GAVIAO PEIXOTO";4789
"351690 GENERAL SALGADO";10869
"351700 GETULINA";11409
"351710 GLICERIO";4815
"351720 GUAICARA";12168
"351730 GUAIMBE";5765
"351740 GUAIRA";40790
"351750 GUAPIACU";21454
"351760 GUAPIARA";17157
"351770 GUARA";21220
"351780 GUARACAI";8323
"351790 GUARACI";11188
"351800 GUARANI D'OESTE";2000
"351810 GUARANTA";6664
"351820 GUARARAPES";32939
"351830 GUARAREMA";29798
"351840 GUARATINGUETA";121798
"351850 GUAREI";18520
"351860 GUARIBA";40105
"351870 GUARUJA";320459
"351880 GUARULHOS";1379182
"351885 GUATAPARA";7656
"351890 GUZOLANDIA";5267
"351900 HERCULANDIA";9526
"351905 HOLAMBRA";14930
"351907 HORTOLANDIA";230851
"351910 IACANGA";11710
"351920 IACRI";6321
"351925 IARAS";9240
"351930 IBATE";35104
"351940 IBIRA";12393
"351950 IBIRAREMA";7753
"351960 IBITINGA";60033
"351970 IBIUNA";78878
"351980 ICEM";8243
"351990 IEPE";8159
"352000 IGARACU DO TIETE";24674
"352010 IGARAPAVA";30432
"352020 IGARATA";9534
"352030 IGUAPE";30857
"352040 ILHABELA";34970
"352042 ILHA COMPRIDA";11166
"352044 ILHA SOLTEIRA";26686
"352050 INDAIATUBA";251627
"352060 INDIANA";4885
"352070 INDIAPORA";3897
"352080 INUBIA PAULISTA";3991
"352090 IPAUSSU";14971
"352100 IPERO";37133
"352110 IPEUNA";7546
"352115 IPIGUA";5392
"352120 IPORANGA";4218
"352130 IPUA";16409
"352140 IRACEMAPOLIS";24235
"352150 IRAPUA";7993
"352160 IRAPURU";8294
"352170 ITABERA";17556
"352180 ITAI";27125
"352190 ITAJOBI";15262
"352200 ITAJU";3835
"352210 ITANHAEM";101816
"352215 ITAOCA";3328
"352220 ITAPECERICA DA SERRA";175693
"352230 ITAPETININGA";163901
"352240 ITAPEVA";94354
"352250 ITAPEVI";237700
"352260 ITAPIRA";74773
"352265 ITAPIRAPUA PAULISTA";4241
"352270 ITAPOLIS";43120
"352280 ITAPORANGA";15149
"352290 ITAPUI";13992
"352300 ITAPURA";4906
"352310 ITAQUAQUECETUBA";370821
"352320 ITARARE";50503
"352330 ITARIRI";17436
"352340 ITATIBA";120858
"352350 ITATINGA";20697
"352360 ITIRAPINA";18157
"352370 ITIRAPUA";6499
"352380 ITOBI";7841
"352390 ITU";173939
"352400 ITUPEVA";61252
"352410 ITUVERAVA";41824
"352420 JABORANDI";6929
"352430 JABOTICABAL";77263
"352440 JACAREI";233662
"352450 JACI";7067
"352460 JACUPIRANGA";17866
"352470 JAGUARIUNA";57488
"352480 JALES";49107
"352490 JAMBEIRO";6602
"352500 JANDIRA";124937
"352510 JARDINOPOLIS";44380
"352520 JARINU";30044
"352530 JAU";150252
"352540 JERIQUARA";3159
"352550 JOANOPOLIS";13220
"352560 JOAO RAMALHO";4523
"352570 JOSE BONIFACIO";37015
"352580 JULIO MESQUITA";4776
"352585 JUMIRIM";3367
"352590 JUNDIAI";418962
"352600 JUNQUEIROPOLIS";20679
"352610 JUQUIA";18812
"352620 JUQUITIBA";31444
"352630 LAGOINHA";4896
"352640 LARANJAL PAULISTA";28516
"352650 LAVINIA";11980
"352660 LAVRINHAS";7260
"352670 LEME";103391
"352680 LENCOIS PAULISTA";68432
"352690 LIMEIRA";306114
"352700 LINDOIA";7980
"352710 LINS";78013
"352720 LORENA";88706
"352725 LOURDES";2289
"352730 LOUVEIRA";48826
"352740 LUCELIA";21747
"352750 LUCIANOPOLIS";2394
"352760 LUIS ANTONIO";14947
"352770 LUIZIANIA";5790
"352780 LUPERCIO";4584
"352790 LUTECIA";2649
"352800 MACATUBA";17163
"352810 MACAUBAL";8120
"352820 MACEDONIA";3698
"352830 MAGDA";3119
"352840 MAIRINQUE";47150
"352850 MAIRIPORA";100179
"352860 MANDURI";9846
"352870 MARABA PAULISTA";5853
"352880 MARACAI";14002
"352885 MARAPOAMA";3031
"352890 MARIAPOLIS";4084
"352900 MARILIA";238882
"352910 MARINOPOLIS";2112
"352920 MARTINOPOLIS";26461
"352930 MATAO";83170
"352940 MAUA";472584
"352950 MENDONCA";5490
"352960 MERIDIANO";3836
"352965 MESOPOLIS";1908
"352970 MIGUELOPOLIS";22226
"352980 MINEIROS DO TIETE";12908
"352990 MIRACATU";19779
"353000 MIRA ESTRELA";3086
"353010 MIRANDOPOLIS";29564
"353020 MIRANTE DO PARANAPANEMA";18259
"353030 MIRASSOL";59824
"353040 MIRASSOLANDIA";4871
"353050 MOCOCA";68885
"353060 MOGI DAS CRUZES";445842
"353070 MOGI GUACU";151888
"353080 MOGI MIRIM";93189
"353090 MOMBUCA";3493
"353100 MONCOES";2259
"353110 MONGAGUA";56702
"353120 MONTE ALEGRE DO SUL";8038
"353130 MONTE ALTO";50498
"353140 MONTE APRAZIVEL";25087
"353150 MONTE AZUL PAULISTA";19008
"353160 MONTE CASTELO";4166
"353170 MONTEIRO LOBATO";4653
"353180 MONTE MOR";59772
"353190 MORRO AGUDO";32968
"353200 MORUNGABA";13622
"353205 MOTUCA";4758
"353210 MURUTINGA DO SUL";4486
"353215 NANTES";3141
"353220 NARANDIBA";4857
"353230 NATIVIDADE DA SERRA";6661
"353240 NAZARE PAULISTA";18524
"353250 NEVES PAULISTA";8930
"353260 NHANDEARA";11478
"353270 NIPOA";5213
"353280 NOVA ALIANCA";6973
"353282 NOVA CAMPINA";9755
"353284 NOVA CANAA PAULISTA";1881
"353286 NOVA CASTILHO";1267
"353290 NOVA EUROPA";11186
"353300 NOVA GRANADA";21500
"353310 NOVA GUATAPORANGA";2316
"353320 NOVA INDEPENDENCIA";3969
"353325 NOVAIS";5830
"353330 NOVA LUZITANIA";4101
"353340 NOVA ODESSA";60174
"353350 NOVO HORIZONTE";41052
"353360 NUPORANGA";7432
"353370 OCAUCU";4289
"353380 OLEO";2496
"353390 OLIMPIA";54772
"353400 ONDA VERDE";4381
"353410 ORIENTE";6515
"353420 ORINDIUVA";7066
"353430 ORLANDIA";44028
"353440 OSASCO";698418
"353450 OSCAR BRESSANE";2603
"353460 OSVALDO CRUZ";32879
"353470 OURINHOS";113542
"353475 OUROESTE";10361
"353480 OURO VERDE";8562
"353490 PACAEMBU";14197
"353500 PALESTINA";12957
"353510 PALMARES PAULISTA";13275
"353520 PALMEIRA D'OESTE";9283
"353530 PALMITAL";22221
"353540 PANORAMA";15777
"353550 PARAGUACU PAULISTA";45703
"353560 PARAIBUNA";18222
"353570 PARAISO";6454
"353580 PARANAPANEMA";20197
"353590 PARANAPUA";4078
"353600 PARAPUA";10964
"353610 PARDINHO";6435
"353620 PARIQUERA-ACU";19648
"353625 PARISI";2161
"353630 PATROCINIO PAULISTA";14670
"353640 PAULICEIA";7366
"353650 PAULINIA";109424
"353657 PAULISTANIA";1833
"353660 PAULO DE FARIA";8945
"353670 PEDERNEIRAS";46687
"353680 PEDRA BELA";6093
"353690 PEDRANOPOLIS";2494
"353700 PEDREGULHO";16744
"353710 PEDREIRA";47919
"353715 PEDRINHAS PAULISTA";3093
"353720 PEDRO DE TOLEDO";11331
"353730 PENAPOLIS";63407
"353740 PEREIRA BARRETO";25669
"353750 PEREIRAS";8668
"353760 PERUIBE";68284
"353770 PIACATU";5980
"353780 PIEDADE";55348
"353790 PILAR DO SUL";29185
"353800 PINDAMONHANGABA";168328
"353810 PINDORAMA";17049
"353820 PINHALZINHO";15207
"353830 PIQUEROBI";3692
"353850 PIQUETE";13657
"353860 PIRACAIA";27303
"353870 PIRACICABA";404142
"353880 PIRAJU";29806
"353890 PIRAJUI";25492
"353900 PIRANGI";11417
"353910 PIRAPORA DO BOM JESUS";18895
"353920 PIRAPOZINHO";27527
"353930 PIRASSUNUNGA";76409
"353940 PIRATININGA";13636
"353950 PITANGUEIRAS";39719
"353960 PLANALTO";5237
"353970 PLATINA";3550
"353980 POA";117452
"353990 POLONI";6059
"354000 POMPEIA";22014
"354010 PONGAI";3416
"354020 PONTAL";49961
"354025 PONTALINDA";4628
"354030 PONTES GESTAL";2577
"354040 POPULINA";4169
"354050 PORANGABA";9925
"354060 PORTO FELIZ";53098
"354070 PORTO FERREIRA";56150
"354075 POTIM";24643
"354080 POTIRENDABA";17361
"354085 PRACINHA";4093
"354090 PRADOPOLIS";21496
"354100 PRAIA GRANDE";325073
"354105 PRATANIA";5261
"354110 PRESIDENTE ALVES";4094
"354120 PRESIDENTE BERNARDES";13106
"354130 PRESIDENTE EPITACIO";44200
"354140 PRESIDENTE PRUDENTE";228743
"354150 PRESIDENTE VENCESLAU";39516
"354160 PROMISSAO";40432
"354165 QUADRA";3804
"354170 QUATA";14109
"354180 QUEIROZ";3406
"354190 QUELUZ";13420
"354200 QUINTANA";6638
"354210 RAFARD";9076
"354220 RANCHARIA";29707
"354230 REDENCAO DA SERRA";3851
"354240 REGENTE FEIJO";20261
"354250 REGINOPOLIS";9621
"354260 REGISTRO";56322
"354270 RESTINGA";7593
"354280 RIBEIRA";3340
"354290 RIBEIRAO BONITO";13219
"354300 RIBEIRAO BRANCO";16444
"354310 RIBEIRAO CORRENTE";4718
"354320 RIBEIRAO DO SUL";4541
"354323 RIBEIRAO DOS INDIOS";2225
"354325 RIBEIRAO GRANDE";7673
"354330 RIBEIRAO PIRES";123721
"354340 RIBEIRAO PRETO";703293
"354350 RIVERSUL";5524
"354360 RIFAINA";3629
"354370 RINCAO";10799
"354380 RINOPOLIS";9981
"354390 RIO CLARO";206424
"354400 RIO DAS PEDRAS";35228
"354410 RIO GRANDE DA SERRA";50846
"354420 RIOLANDIA";12518
"354425 ROSANA";16643
"354430 ROSEIRA";10712
"354440 RUBIACEA";3128
"354450 RUBINEIA";3148
"354460 SABINO";5590
"354470 SAGRES";2432
"354480 SALES";6331
"354490 SALES OLIVEIRA";11890
"354500 SALESOPOLIS";17139
"354510 SALMOURAO";5300
"354515 SALTINHO";8286
"354520 SALTO";118663
"354530 SALTO DE PIRAPORA";45422
"354540 SALTO GRANDE";9331
"354550 SANDOVALINA";4302
"354560 SANTA ADELIA";15480
"354570 SANTA ALBERTINA";6008
"354580 SANTA BARBARA D'OESTE";193475
"354600 SANTA BRANCA";14788
"354610 SANTA CLARA D'OESTE";2115
"354620 SANTA CRUZ DA CONCEICAO";4503
"354625 SANTA CRUZ DA ESPERANCA";2139
"354630 SANTA CRUZ DAS PALMEIRAS";34361
"354640 SANTA CRUZ DO RIO PARDO";47673
"354650 SANTA ERNESTINA";5599
"354660 SANTA FE DO SUL";32322
"354670 SANTA GERTRUDES";26898
"354680 SANTA ISABEL";57386
"354690 SANTA LUCIA";8817
"354700 SANTA MARIA DA SERRA";6173
"354710 SANTA MERCEDES";2939
"354720 SANTANA DA PONTE PENSA";1487
"354730 SANTANA DE PARNAIBA";139447
"354740 SANTA RITA D'OESTE";2498
"354750 SANTA RITA DO PASSA QUATRO";27557
"354760 SANTA ROSA DE VITERBO";26540
"354765 SANTA SALETE";1545
"354770 SANTO ANASTACIO";20878
"354780 SANTO ANDRE";718773
"354790 SANTO ANTONIO DA ALEGRIA";6929
"354800 SANTO ANTONIO DE POSSE";23310
"354805 SANTO ANTONIO DO ARACANGUA";8420
"354810 SANTO ANTONIO DO JARDIM";5954
"354820 SANTO ANTONIO DO PINHAL";6811
"354830 SANTO EXPEDITO";3111
"354840 SANTOPOLIS DO AGUAPEI";4777
"354850 SANTOS";433311
"354860 SAO BENTO DO SAPUCAI";10878
"354870 SAO BERNARDO DO CAMPO";838936
"354880 SAO CAETANO DO SUL";161127
"354890 SAO CARLOS";251983
"354900 SAO FRANCISCO";2821
"354910 SAO JOAO DA BOA VISTA";91211
"354920 SAO JOAO DAS DUAS PONTES";2568
"354925 SAO JOAO DE IRACEMA";1922
"354930 SAO JOAO DO PAU D'ALHO";2105
"354940 SAO JOAQUIM DA BARRA";51888
"354950 SAO JOSE DA BELA VISTA";8928
"354960 SAO JOSE DO BARREIRO";4147
"354970 SAO JOSE DO RIO PARDO";54946
"354980 SAO JOSE DO RIO PRETO";460671
"354990 SAO JOSE DOS CAMPOS";721944
"354995 SAO LOURENCO DA SERRA";15825
"355000 SAO LUIS DO PARAITINGA";10687
"355010 SAO MANUEL";40954
"355020 SAO MIGUEL ARCANJO";32931
"355030 SAO PAULO";12252023
"355040 SAO PEDRO";35653
"355050 SAO PEDRO DO TURVO";7666
"355060 SAO ROQUE";91016
"355070 SAO SEBASTIAO";88980
"355080 SAO SEBASTIAO DA GRAMA";12182
"355090 SAO SIMAO";15322
"355100 SAO VICENTE";365798
"355110 SARAPUI";10285
"355120 SARUTAIA";3638
"355130 SEBASTIANOPOLIS DO SUL";3513
"355140 SERRA AZUL";14662
"355150 SERRANA";45107
"355160 SERRA NEGRA";29229
"355170 SERTAOZINHO";125815
"355180 SETE BARRAS";12832
"355190 SEVERINIA";17496
"355200 SILVEIRAS";6302
"355210 SOCORRO";41005
"355220 SOROCABA";679592
"355230 SUD MENNUCCI";7718
"355240 SUMARE";282441
"355250 SUZANO";297637
"355255 SUZANAPOLIS";3963
"355260 TABAPUA";12407
"355270 TABATINGA";16496
"355280 TABOAO DA SERRA";289664
"355290 TACIBA";6285
"355300 TAGUAI";13859
"355310 TAIACU";6295
"355320 TAIUVA";5566
"355330 TAMBAU";23207
"355340 TANABI";25967
"355350 TAPIRAI";7807
"355360 TAPIRATIBA";12960
"355365 TAQUARAL";2811
"355370 TAQUARITINGA";57177
"355380 TAQUARITUBA";23218
"355385 TAQUARIVAI";5852
"355390 TARABAI";7468
"355395 TARUMA";15000
"355400 TATUI";121766
"355410 TAUBATE";314924
"355420 TEJUPA";4532
"355430 TEODORO SAMPAIO";23148
"355440 TERRA ROXA";9370
"355450 TIETE";42076
"355460 TIMBURI";2658
"355465 TORRE DE PEDRA";2412
"355470 TORRINHA";10010
"355475 TRABIJU";1724
"355480 TREMEMBE";47185
"355490 TRES FRONTEIRAS";5807
"355495 TUIUTI";6894
"355500 TUPA";65524
"355510 TUPI PAULISTA";15495
"355520 TURIUBA";2016
"355530 TURMALINA";1727
"355535 UBARANA";6309
"355540 UBATUBA";90799
"355550 UBIRAJARA";4780
"355560 UCHOA";10110
"355570 UNIAO PAULISTA";1844
"355580 URANIA";9114
"355590 URU";1165
"355600 URUPES";13809
"355610 VALENTIM GENTIL";13326
"355620 VALINHOS";129193
"355630 VALPARAISO";26480
"355635 VARGEM";10537
"355640 VARGEM GRANDE DO SUL";42845
"355645 VARGEM GRANDE PAULISTA";52597
"355650 VARZEA PAULISTA";121838
"355660 VERA CRUZ";10843
"355670 VINHEDO";78787
"355680 VIRADOURO";18898
"355690 VISTA ALEGRE DO ALTO";8810
"355695 VITORIA BRASIL";1840
"355700 VOTORANTIM";122266
"355710 VOTUPORANGA";94547
"355715 ZACARIAS";2718
"355720 CHAVANTES";12418
"355730 ESTIVA GERBI";11304
"410010 ABATIA";7457
"410020 ADRIANOPOLIS";5919
"410030 AGUDOS DO SUL";9371
"410040 ALMIRANTE TAMANDARE";118623
"410045 ALTAMIRA DO PARANA";1942
"410050 ALTONIA";22056
"410060 ALTO PARANA";14770
"410070 ALTO PIQUIRI";9836
"410080 ALVORADA DO SUL";11406
"410090 AMAPORA";6257
"410100 AMPERE";19152
"410105 ANAHY";2801
"410110 ANDIRA";20031
"410115 ANGULO";2928
"410120 ANTONINA";18980
"410130 ANTONIO OLINTO";7434
"410140 APUCARANA";134996
"410150 ARAPONGAS";123027
"410160 ARAPOTI";28115
"410165 ARAPUA";3068
"410170 ARARUNA";13970
"410180 ARAUCARIA";143843
"410185 ARIRANHA DO IVAI";2108
"410190 ASSAI";15119
"410200 ASSIS CHATEAUBRIAND";33374
"410210 ASTORGA";26111
"410220 ATALAIA";3892
"410230 BALSA NOVA";12941
"410240 BANDEIRANTES";31367
"410250 BARBOSA FERRAZ";11568
"410260 BARRACAO";10275
"410270 BARRA DO JACARE";2781
"410275 BELA VISTA DA CAROBA";3511
"410280 BELA VISTA DO PARAISO";15397
"410290 BITURUNA";16389
"410300 BOA ESPERANCA";4105
"410302 BOA ESPERANCA DO IGUACU";2503
"410304 BOA VENTURA DE SAO ROQUE";6387
"410305 BOA VISTA DA APARECIDA";7623
"410310 BOCAIUVA DO SUL";12944
"410315 BOM JESUS DO SUL";3541
"410320 BOM SUCESSO";7032
"410322 BOM SUCESSO DO SUL";3264
"410330 BORRAZOPOLIS";6592
"410335 BRAGANEY";5427
"410337 BRASILANDIA DO SUL";2651
"410340 CAFEARA";2934
"410345 CAFELANDIA";18120
"410347 CAFEZAL DO SUL";4044
"410350 CALIFORNIA";8570
"410360 CAMBARA";25360
"410370 CAMBE";106533
"410380 CAMBIRA";7865
"410390 CAMPINA DA LAGOA";14202
"410395 CAMPINA DO SIMAO";3887
"410400 CAMPINA GRANDE DO SUL";43288
"410405 CAMPO BONITO";3833
"410410 CAMPO DO TENENTE";7971
"410420 CAMPO LARGO";132002
"410425 CAMPO MAGRO";29318
"410430 CAMPO MOURAO";94859
"410440 CANDIDO DE ABREU";15018
"410442 CANDOI";15979
"410445 CANTAGALO";13317
"410450 CAPANEMA";19124
"410460 CAPITAO LEONIDAS MARQUES";15780
"410465 CARAMBEI";23415
"410470 CARLOPOLIS";14320
"410480 CASCAVEL";328422
"410490 CASTRO";71484
"410500 CATANDUVAS";10189
"410510 CENTENARIO DO SUL";10827
"410520 CERRO AZUL";17779
"410530 CEU AZUL";11765
"410540 CHOPINZINHO";19254
"410550 CIANORTE";82620
"410560 CIDADE GAUCHA";12652
"410570 CLEVELANDIA";16559
"410580 COLOMBO";243726
"410590 COLORADO";24016
"410600 CONGONHINHAS";8818
"410610 CONSELHEIRO MAIRINCK";3860
"410620 CONTENDA";18584
"410630 CORBELIA";17071
"410640 CORNELIO PROCOPIO";47845
"410645 CORONEL DOMINGOS SOARES";7497
"410650 CORONEL VIVIDA";20734
"410655 CORUMBATAI DO SUL";3219
"410657 CRUZEIRO DO IGUACU";4252
"410660 CRUZEIRO DO OESTE";20932
"410670 CRUZEIRO DO SUL";4469
"410680 CRUZ MACHADO";18708
"410685 CRUZMALTINA";2950
"410690 CURITIBA";1933105
"410700 CURIUVA";15101
"410710 DIAMANTE DO NORTE";5087
"410712 DIAMANTE DO SUL";3439
"410715 DIAMANTE D'OESTE";5253
"410720 DOIS VIZINHOS";40641
"410725 DOURADINA";8747
"410730 DOUTOR CAMARGO";5979
"410740 ENEAS MARQUES";5961
"410750 ENGENHEIRO BELTRAO";14000
"410752 ESPERANCA NOVA";1698
"410753 ENTRE RIOS DO OESTE";4539
"410754 ESPIGAO ALTO DO IGUACU";4117
"410755 FAROL";3089
"410760 FAXINAL";17251
"410765 FAZENDA RIO GRANDE";100209
"410770 FENIX";4762
"410773 FERNANDES PINHEIRO";5646
"410775 FIGUEIRA";7770
"410780 FLORAI";4929
"410785 FLOR DA SERRA DO SUL";4624
"410790 FLORESTA";6774
"410800 FLORESTOPOLIS";10548
"410810 FLORIDA";2689
"410820 FORMOSA DO OESTE";6578
"410830 FOZ DO IGUACU";258532
"410832 FRANCISCO ALVES";6046
"410840 FRANCISCO BELTRAO";91093
"410845 FOZ DO JORDAO";4650
"410850 GENERAL CARNEIRO";13710
"410855 GODOY MOREIRA";2946
"410860 GOIOERE";28884
"410865 GOIOXIM";7111
"410870 GRANDES RIOS";5618
"410880 GUAIRA";33119
"410890 GUAIRACA";6581
"410895 GUAMIRANGA";8739
"410900 GUAPIRAMA";3802
"410910 GUAPOREMA";2243
"410920 GUARACI";5502
"410930 GUARANIACU";12472
"410940 GUARAPUAVA";181504
"410950 GUARAQUECABA";7636
"410960 GUARATUBA";37067
"410965 HONORIO SERPA";5211
"410970 IBAITI";31427
"410975 IBEMA";6352
"410980 IBIPORA";54558
"410990 ICARAIMA";7904
"411000 IGUARACU";4404
"411005 IGUATU";2256
"411007 IMBAU";13111
"411010 IMBITUVA";32564
"411020 INACIO MARTINS";11125
"411030 INAJA";3109
"411040 INDIANOPOLIS";4457
"411050 IPIRANGA";15172
"411060 IPORA";13926
"411065 IRACEMA DO OESTE";2288
"411070 IRATI";60727
"411080 IRETAMA";10169
"411090 ITAGUAJE";4466
"411095 ITAIPULANDIA";11176
"411100 ITAMBARACA";6582
"411110 ITAMBE";6108
